pincode,state,district,district_tamil,taluk,taluk_count,district_ambiguous,post_office,lat,lon
632519,TN,Vellore,வேலூர்,Katpadi,2,no,Vellore Sugar Mills So,12.8925,79.2112
632520,TN,Vellore,வேலூர்,Katpadi,3,yes,Melpadi So,13.0454,79.2593
632521,TN,Ranipet,இராணிப்பேட்டை,Arcot,1,no,Vilapakkam So,12.8924,79.2113
632531,TN,Ranipet,இராணிப்பேட்டை,Nemili,1,no,Ocheri So,12.9304,79.5152
632601,TN,Vellore,வேலூர்,Gudiyatham,1,no,Dharanampet S.O,13.0009,78.9038
632602,TN,Vellore,வேலூர்,Gudiyatham,1,no,Gudiyattam H.O,12.9502,78.8804
632603,TN,Vellore,வேலூர்,Gudiyatham,2,yes,Paradarami S.O,13.0500,78.9141
632604,TN,Vellore,வேலூர்,Gudiyatham,2,no,Erthangal S.O,13.0340,78.7857
635001,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Krishnagiri H.O,12.5247,78.1978
635002,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Krishnagiri Indl. Estate S.O,12.5186,78.2137
635101,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Krishnagiri Project S.O,12.5186,78.2137
635102,TN,Krishnagiri,கிருஷ்ணகிரி,Anchetty,2,no,Anchetty S.O,12.5275,78.2162
635103,TN,Krishnagiri,கிருஷ்ணகிரி,Hosur,3,no,Bagalur S.O (Krishnagiri),12.8236,77.8676
635104,TN,Krishnagiri,கிருஷ்ணகிரி,Bargur,2,no,Barugur S.O,12.5186,78.2137
635105,TN,Krishnagiri,கிருஷ்ணகிரி,Shoolagiri,3,no,Berigai S.O,12.8207,78.0215
635106,TN,Dharmapuri,தர்மபுரி,Krishnagiri,3,yes,Chaparthi S.O,12.5186,78.2137
635107,TN,Krishnagiri,கிருஷ்ணகிரி,Denkanikottai,2,no,Denkanikotta S.O,12.6804,78.0752
635108,TN,Krishnagiri,கிருஷ்ணகிரி,Bargur,2,no,Elathagiri S.O,12.5186,78.2137
635109,TN,Krishnagiri,கிருஷ்ணகிரி,Hosur,2,no,Hosur S.O (Dharmapuri),12.7409,77.8253
635110,TN,Krishnagiri,கிருஷ்ணகிரி,Hosur,2,no,Hosur Cattle Farm S.O,12.6747,77.8267
635111,TN,Dharmapuri,தர்மபுரி,Karimangalam,2,yes,Karimangalam S.O,12.3106,12.3106
635112,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Kaveripattinam S.O (Krishnagiri),12.4145,78.2396
635113,TN,Krishnagiri,கிருஷ்ணகிரி,Denkanikottai,2,no,Kelamangalam S.O,12.5907,77.8295
635114,TN,Krishnagiri,கிருஷ்ணகிரி,Denkanikottai,2,no,Mathagondapalli S.O,12.5275,78.2162
635115,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,2,no,Ramapuram S.O (Dharmapuri),13.0338,80.1807
635116,TN,Krishnagiri,கிருஷ்ணகிரி,Denkanikottai,2,yes,Royakottah S.O,12.5121,78.0265
635117,TN,Krishnagiri,கிருஷ்ணகிரி,Shoolagiri,3,no,Shoolagiri S.O,12.7330,77.8301
635118,TN,Krishnagiri,கிருஷ்ணகிரி,Denkanikottai,3,no,Thally S.O,12.5498,77.6606
635119,TN,Krishnagiri,கிருஷ்ணகிரி,Shoolagiri,1,no,Uddanapalli S.O,12.7330,77.8302
635120,TN,Krishnagiri,கிருஷ்ணகிரி,Bargur,2,no,Varattanapalli S.O,12.5186,78.2137
635121,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Veppanapalli S.O,12.7229,78.1655
635122,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,1,no,Alapatti S.O,12.5186,78.2137
635123,TN,Krishnagiri,கிருஷ்ணகிரி,Pochampalli,3,yes,Pannandur S.O,12.3399,78.2785
635124,TN,Krishnagiri,கிருஷ்ணகிரி,Hosur,1,no,Belathur S.O,12.5275,78.2162
635126,TN,Krishnagiri,கிருஷ்ணகிரி,Hosur,1,no,Hosur Indl. Complex S.O,12.7609,77.7969
635130,TN,Krishnagiri,கிருஷ்ணகிரி,Shoolagiri,2,no,Kumudepalli So,12.7330,77.8301
635201,TN,Krishnagiri,கிருஷ்ணகிரி,Pochampalli,2,yes,Barur S.O,12.1274,78.1580
635202,TN,Dharmapuri,தர்மபுரி,Karimangalam,4,no,Kambainallore S.O,12.2095,78.3109
635203,TN,Krishnagiri,கிருஷ்ணகிரி,Pochampalli,4,no,Mathur S.O (Dharmapuri),12.5310,78.2034
635204,TN,Krishnagiri,கிருஷ்ணகிரி,Krishnagiri,3,no,Nagarasampatti S.O,12.2717,78.6343
635205,TN,Dharmapuri,தர்மபுரி,Karimangalam,1,no,Periyanahalli S.O,12.1274,78.1580
635206,TN,Krishnagiri,கிருஷ்ணகிரி,Pochampalli,3,no,Pochampalli S.O (Krishnagiri),12.5310,78.2035
635207,TN,Krishnagiri,கிருஷ்ணகிரி,Uthangarai,2,no,Uttangarai S.O,12.2602,78.4882
635301,TN,Dharmapuri,தர்மபுரி,Pappireddipatti,2,no,Bommidi S.O,11.9136,78.3657
635302,TN,Dharmapuri,தர்மபுரி,Pappireddipatti,1,no,Buddireddipatti S.O,12.0336,78.2977
635303,TN,Dharmapuri,தர்மபுரி,Pappireddipatti,1,no,Kadathur S.O,12.1091,78.2945
635304,TN,Krishnagiri,கிருஷ்ணகிரி,Uthangarai,1,yes,Kallavi S.O,12.2193,78.4689
635305,TN,Dharmapuri,தர்மபுரி,Harur,2,no,Morappur S.O,12.0514,78.4803
635306,TN,Krishnagiri,கிருஷ்ணகிரி,Uthangarai,2,no,Samalpatti R.S S.O,12.2390,78.5151
635307,TN,Krishnagiri,கிருஷ்ணகிரி,Uthangarai,1,no,Singarapettai S.O,12.2508,78.6331
635601,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Tirupattur H.O,12.4921,78.5624
635602,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Tirupattur Bazaar S.O,12.5142,78.5855
635651,TN,Tirupathur,திருப்பத்தூர்,Natrampalli,2,no,Pudupettai S.O,12.5016,78.4995
635652,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Vishamangalam S.O,12.3807,78.5929
635653,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Vengalapuram S.O,12.4847,78.6088
635654,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,2,no,Sundarampalli S.O,12.4263,78.4733
635655,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Matrapalli S.O,12.3694,78.6968
635701,TN,Tirupathur,திருப்பத்தூர்,Vaniyambadi,2,no,Alangayam S.O,12.6096,78.7336
635702,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,2,no,Andiappanur S.O,12.5099,78.6534
635703,TN,Tiruvannamalai,திருவண்ணாமலை,Jamunamarathoor,4,yes,Jamanamarathur S.O,12.5530,78.9167
635710,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,2,no,Mittur S.O,12.5704,78.7056
635751,TN,Tirupathur,திருப்பத்தூர்,Vaniyambadi,3,yes,Khaderpet S.O,12.6993,78.6393
635752,TN,Tirupathur,திருப்பத்தூர்,Ambur,2,no,Newtown Vaniyambadi S.O,12.6476,78.6711
635754,TN,Tirupathur,திருப்பத்தூர்,Vaniyambadi,2,no,Jaffarabad S.O,12.7141,78.6158
635801,TN,Tirupathur,திருப்பத்தூர்,Vaniyambadi,2,no,Ambalur S.O,12.6924,78.5291
635802,TN,Tirupathur,திருப்பத்தூர்,Ambur,3,yes,Ambur S.O,12.7525,78.6641
635803,TN,Vellore,வேலூர்,Gudiyatham,3,no,Gudiyattam Rs S.O,12.9577,78.9223
635804,TN,Vellore,வேலூர்,Anaicut,3,yes,Madanur S.O,12.8497,78.8978
635805,TN,Vellore,வேலூர்,Pernambut,3,yes,Mailpatti S.O,12.8874,78.7624
635806,TN,Vellore,வேலூர்,Gudiyatham,2,no,Melalathur S.O,12.9138,78.8756
635807,TN,Tirupathur,திருப்பத்தூர்,Ambur,1,no,Minnur S.O,12.7418,78.6925
635808,TN,Tirupathur,திருப்பத்தூர்,Ambur,2,yes,Oomerabad S.O,12.8729,78.7055
635809,TN,Vellore,வேலூர்,Anaicut,4,no,Pallikonda S.O,12.9153,78.9737
635810,TN,Vellore,வேலூர்,Pernambut,2,no,Pernambut S.O,13.0086,78.6796
635811,TN,Tirupathur,திருப்பத்தூர்,Ambur,1,no,Thuthipattu S.O,12.7781,78.6603
635812,TN,Tirupathur,திருப்பத்தூர்,Ambur,1,no,Vadapudupet S.O,12.8444,78.7824
635813,TN,Vellore,வேலூர்,Gudiyatham,2,no,Valathoor S.O,12.8888,78.8410
635814,TN,Tirupathur,திருப்பத்தூர்,Ambur,2,yes,Shanankuppam S.O,12.7548,78.6959
635815,TN,Tirupathur,திருப்பத்தூர்,Natrampalli,1,no,Kethandapatti Sugar Mills S.O,12.6208,78.5643
635851,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,3,no,Jolarpettai S.O,12.6077,78.6057
635852,TN,Tirupathur,திருப்பத்தூர்,Natrampalli,2,no,Natrampalli S.O,12.5657,78.5210
635853,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Pakkirithakka S.O,12.5864,78.6324
635854,TN,Tirupathur,திருப்பத்தூர்,Natrampalli,2,no,Pachur S.O,12.5480,78.4687
635901,TN,Tirupathur,திருப்பத்தூர்,Tirupathur,1,no,Kandili S.O,12.4948,78.4873
636001,TN,Salem,சேலம்,,0,no,Salem H.O,11.6542,78.1596
636002,TN,Salem,சேலம்,,0,no,Shevapet S.O,11.6530,78.1415
636003,TN,Salem,சேலம்,,0,no,Ammapettai Salem S.O,11.6591,78.1814
636004,TN,Salem,சேலம்,,0,no,Alagapuram S.O,11.6740,78.1341
636005,TN,Salem,சேலம்,Salem West,1,no,Suramangalam H.O,11.6717,78.1092
636006,TN,Salem,சேலம்,,0,no,Gugai S.O,11.6409,78.1576
636007,TN,Salem,சேலம்,,0,no,Salem Dt. Court Buildings S.O,11.6784,78.1614
636008,TN,Salem,சேலம்,Salem,1,no,Kannankurichi S.O,11.6969,78.1772
636009,TN,Salem,சேலம்,,0,no,Arisipalayam S.O,11.6623,78.1399
636010,TN,Salem,சேலம்,Salem South,3,no,Kondalampatti S.O,11.6358,78.1362
636011,TN,Salem,சேலம்,Omalur,1,no,Periyar University S.O,11.7096,78.0835
636012,TN,Salem,சேலம்,Omalur,3,no,Karuppur S.O,11.7752,78.1199
636013,TN,Salem,சேலம்,Omalur,2,no,Salem Steel Plant S.O,11.6661,78.0350
636014,TN,Salem,சேலம்,,0,no,Kamaraj Nagar Colony S.O,11.6621,78.1977
636015,TN,Salem,சேலம்,Salem,1,no,Narayananagar S.O,11.6311,78.1696
636016,TN,Salem,சேலம்,,0,no,Fairlands S.O,11.6772,78.1455
636017,TN,Salem,சேலம்,,0,no,Allikuttai S.O,11.6706,78.2132
636030,TN,Salem,சேலம்,Salem West,1,no,Mohan Nagar S.O (Salem),11.6721,78.0793
636101,TN,Salem,சேலம்,Thalaivasal,1,no,Aragalur S.O,11.5071,78.7974
636102,TN,Salem,சேலம்,Attur,1,no,Atur H.O,11.5986,78.6019
636103,TN,Salem,சேலம்,Vazhapadi,2,no,Ayodhiyapattinam S.O,11.6706,78.2301
636104,TN,Salem,சேலம்,Vazhapadi,4,yes,Belur S.O (Salem),11.8003,78.3753
636105,TN,Salem,சேலம்,Gangavalli,3,no,Gangavalli S.O,11.4526,78.6406
636106,TN,Salem,சேலம்,Vazhapadi,1,no,Karipatti S.O,11.6740,78.2948
636107,TN,Salem,சேலம்,Attur,2,no,Malliakarai S.O,11.5980,78.4612
636108,TN,Salem,சேலம்,Attur,2,no,Narasingapuram S.O (Salem),11.6090,78.5342
636109,TN,Salem,சேலம்,Pethanaickanpalayam,2,no,Pethanaickenpalayam S.O,11.6486,78.5075
636110,TN,Salem,சேலம்,Gangavalli,1,no,Sendarapatti S.O,11.4465,78.5532
636111,TN,Salem,சேலம்,Vazhapadi,1,no,Seshanchavadi S.O,11.6743,78.3083
636112,TN,Salem,சேலம்,Thalaivasal,2,yes,Talaivasal S.O,11.6328,78.7666
636113,TN,Salem,சேலம்,Gangavalli,2,yes,Thammampatti S.O,11.4467,78.4652
636114,TN,Salem,சேலம்,Attur,3,yes,Thumbal S.O,11.7805,78.5594
636115,TN,Salem,சேலம்,Vazhapadi,2,no,Valapady S.O,11.6812,78.4002
636116,TN,Salem,சேலம்,Thalaivasal,2,no,Viraganur S.O,11.5222,78.7414
636117,TN,Salem,சேலம்,Pethanaickanpalayam,1,no,Yethapur S.O,11.6774,78.4541
636118,TN,Namakkal,நாமக்கல்,Rasipuram,2,yes,Ulipuram S.O,11.4918,78.4072
636119,TN,Salem,சேலம்,Pethanaickanpalayam,1,no,Puthiragoundampalayam S.O,11.6447,78.4923
636121,TN,Salem,சேலம்,Thalaivasal,2,no,Vadachennimalai S.O,11.5962,78.7132
636122,TN,Salem,சேலம்,Salem,1,no,Sukkampatti S.O,11.7018,78.2431
636138,TN,Salem,சேலம்,Pethanaickanpalayam,2,no,Karumanthurai S.O,11.8115,78.6633
636139,TN,Salem,சேலம்,Vazhapadi,1,no,Koottathupatti S.O,11.7237,78.3338
636140,TN,Salem,சேலம்,Salem,1,no,Odayapatti S.O,11.6586,78.2140
636141,TN,Salem,சேலம்,Attur,1,no,Pudupet S.O(Atur),11.5996,78.6393
636142,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Mullukurichi S.O,11.4520,78.3803
636201,TN,Salem,சேலம்,Salem,1,no,Dasanaickenpatti S.O,11.6038,78.1343
636202,TN,Namakkal,நாமக்கல்,Rasipuram,3,yes,Mangalapuram S.O,11.5474,78.4483
636203,TN,Salem,சேலம்,Salem,3,yes,Mullur S.O,11.5599,78.1094
636204,TN,Salem,சேலம்,Salem,2,no,Panamarathupatti S.O,11.5696,78.1636
636301,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Attanur S.O,11.5255,78.1628
636302,TN,Salem,சேலம்,Salem West,2,no,Jagir Ammapalayam S.O,11.6859,78.1138
636303,TN,Salem,சேலம்,Mettur,1,no,Kolathur (Salem)S.O,11.7378,77.7424
636304,TN,Salem,சேலம்,Omalur,1,no,Muthunaickenpatti S.O,11.7267,78.0210
636305,TN,Salem,சேலம்,Kadayampatti,2,no,Pannapatti S.O,11.8338,78.0920
636306,TN,Salem,சேலம்,Omalur,2,no,Sinnappampatti S.O,11.6466,77.9021
636307,TN,Salem,சேலம்,Salem West,1,no,Sivadapuram S.O,11.6573,78.1192
636308,TN,Salem,சேலம்,Salem South,2,no,Veerapandi Salem S.O,11.5605,78.0706
636309,TN,Salem,சேலம்,Kadayampatti,2,no,Kamalapuram S.O (Salem),11.7882,78.0478
636351,TN,Salem,சேலம்,Kadayampatti,2,no,Kadayampatti S.O,11.8967,78.1197
636352,TN,Dharmapuri,தர்மபுரி,Dharmapuri,3,yes,Thoppur S.O,11.9353,78.4898
636354,TN,Salem,சேலம்,Yercaud,3,no,Danishpet S.O,11.9274,78.1826
636401,TN,Salem,சேலம்,,0,no,Metturdam S.O,11.7892,77.8010
636402,TN,Salem,சேலம்,,0,no,Metturdam Rs S.O,11.8052,77.8226
636403,TN,Salem,சேலம்,Mettur,1,no,Raman Nagar S.O,11.8039,77.8315
636404,TN,Salem,சேலம்,Mettur,1,no,Gonur S.O,11.8503,77.8777
636406,TN,Salem,சேலம்,,0,no,Mettur Thermal Project S.O,11.7726,77.8101
636451,TN,Salem,சேலம்,Mettur,1,no,Chamrajpet S.O (Salem),11.8426,77.9478
636452,TN,Salem,சேலம்,Mettur,1,no,Madayankuttai S.O,11.8084,77.7859
636453,TN,Salem,சேலம்,Mettur,1,no,Mecheri S.O,11.8276,77.9330
636454,TN,Salem,சேலம்,Mettur,1,no,Nangavalli S.O,11.7734,77.9096
636455,TN,Salem,சேலம்,Omalur,1,no,Omalur Cutcherry S.O,11.7778,78.0133
636456,TN,Salem,சேலம்,,0,no,Salem Camp S.O,11.7952,77.8152
636457,TN,Salem,சேலம்,Mettur,1,no,Vanavasi S.O,11.7517,77.8804
636458,TN,Salem,சேலம்,Mettur,1,no,Mallikundam S.O,11.8976,77.8816
636501,TN,Salem,சேலம்,Mettur,3,no,Jalakantapuram S.O,11.7086,77.8719
636502,TN,Salem,சேலம்,Omalur,2,no,Tharamangalam S.O,11.7448,77.9304
636503,TN,Salem,சேலம்,Omalur,2,no,Tholasampatti S.O,11.7352,77.9669
636601,TN,Salem,சேலம்,Yercaud,1,no,Yercaud S.O,11.8403,78.2960
636602,TN,Salem,சேலம்,Yercaud,1,no,Ondikadai S.O,11.7933,78.2207
636701,TN,Dharmapuri,தர்மபுரி,Dharmapuri,1,no,Dharmapuri H.O,12.1400,78.1600
636704,TN,Dharmapuri,தர்மபுரி,Dharmapuri,1,no,Annasagaram S.O,12.1274,78.1580
636705,TN,Dharmapuri,தர்மபுரி,Dharmapuri,2,no,Vennampatti H.B S.O,12.1200,78.2000
636803,TN,Dharmapuri,தர்மபுரி,Nallampalli,2,no,Indur S.O,12.0484,78.4830
636804,TN,Dharmapuri,தர்மபுரி,Nallampalli,2,no,Laligam S.O,12.1274,78.1580
636805,TN,Dharmapuri,தர்மபுரி,Palakkodu,1,no,Mallupatti S.O,12.3054,78.0704
636806,TN,Dharmapuri,தர்மபுரி,Palakkodu,2,yes,Marandahalli S.O,12.3893,77.9845
636807,TN,Dharmapuri,தர்மபுரி,Nallampalli,1,no,Nallampalli S.O,12.1274,78.1580
636808,TN,Dharmapuri,தர்மபுரி,Palakkodu,3,no,Palacode S.O,12.3169,78.0104
636809,TN,Dharmapuri,தர்மபுரி,Palakkodu,4,no,Paupparapatti S.O,12.1326,77.8956
636810,TN,Dharmapuri,தர்மபுரி,Pennagaram,1,no,Pennagaram S.O,12.0325,77.8147
636811,TN,Dharmapuri,தர்மபுரி,Pennagaram,1,no,Perumbalai S.O,11.9809,77.9200
636812,TN,Krishnagiri,கிருஷ்ணகிரி,,0,no,Thumjepalli B.O,12.3054,78.0704
636813,TN,Dharmapuri,தர்மபுரி,Pennagaram,2,no,Biliyanur Agraharam S.O,12.1326,77.8956
636902,TN,Dharmapuri,தர்மபுரி,Harur,2,yes,Eachambadi S.O,11.8700,78.3800
636903,TN,Dharmapuri,தர்மபுரி,Harur,2,no,Harur S.O,12.0336,78.4882
636904,TN,Dharmapuri,தர்மபுரி,Pappireddipatti,1,no,Menisi S.O,11.9182,78.3646
636905,TN,Dharmapuri,தர்மபுரி,Pappireddipatti,2,yes,Pappireddipatti S.O,11.9832,78.4107
636906,TN,Dharmapuri,தர்மபுரி,Harur,1,no,Tirtamalai S.O,12.0513,78.4803
636907,TN,Dharmapuri,தர்மபுரி,Harur,1,no,Naripalli So,11.9248,78.6809
637001,TN,Namakkal,நாமக்கல்,Namakkal,1,no,Namakkal H.O,11.2281,78.1683
637002,TN,Namakkal,நாமக்கல்,Namakkal,3,no,Ganesapuram S.O,11.1849,78.1693
637003,TN,Namakkal,நாமக்கல்,Namakkal,2,no,Nallipalayam S.O,11.2188,78.1163
637013,TN,Namakkal,நாமக்கல்,Sendamangalam,2,no,Erampatti S.O,11.1311,78.2682
637014,TN,Namakkal,நாமக்கல்,Namakkal,1,no,Karaikurichi S.O (Namakkal),11.3506,78.1520
637015,TN,Namakkal,நாமக்கல்,Mohanur,1,no,Mohanur S.O,11.1007,78.1328
637017,TN,Namakkal,நாமக்கல்,Mohanur,1,no,Palapatti S.O,11.1446,78.1218
637018,TN,Namakkal,நாமக்கல்,Tiruchengode,2,no,Puduchatram S.O,11.3479,78.1245
637019,TN,Namakkal,நாமக்கல்,Namakkal,1,no,Sellappampatti S.O,11.3424,78.1218
637020,TN,Namakkal,நாமக்கல்,Mohanur,3,yes,Valayapatti S.O (Namakkal),11.0859,78.1954
637021,TN,Namakkal,நாமக்கல்,Sendamangalam,1,no,Varagur S.O,11.1538,78.3764
637101,TN,Salem,சேலம்,Edappadi,1,no,Idappadi S.O,11.5809,77.8193
637102,TN,Salem,சேலம்,Sankari,2,no,Konganapuram S.O,11.5629,77.9168
637103,TN,Salem,சேலம்,,0,no,Mc Donalds Choultry S.O,11.5336,77.9582
637104,TN,Salem,சேலம்,,0,no,Thevur S.O (Namakkal),11.5418,77.7321
637105,TN,Salem,சேலம்,Sankari,1,no,Vellandivalasai S.O,11.6857,77.8971
637107,TN,Salem,சேலம்,Edappadi,1,no,Poolampatti S.O,11.6554,77.7646
637201,TN,Namakkal,நாமக்கல்,Paramathi-Velur,2,no,Chittalandur S.O,11.3022,77.9774
637202,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Elachipalayam S.O,11.3077,78.0059
637203,TN,Namakkal,நாமக்கல்,Paramathi-Velur,1,no,Kandampalayam S.O,11.2529,77.9578
637204,TN,Namakkal,நாமக்கல்,Paramathi-Velur,1,no,Kapilamalai S.O,11.1454,77.9664
637205,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Kumaramangalam S.O,11.3946,77.9451
637206,TN,Namakkal,நாமக்கல்,Paramathi-Velur,1,no,Nadandai S.O,11.2074,77.9647
637207,TN,Namakkal,நாமக்கல்,Paramathi-Velur,2,no,Paramathi S.O,11.2158,78.1062
637208,TN,Namakkal,நாமக்கல்,Paramathi-Velur,1,no,Paundamangalam S.O,11.1389,77.9305
637209,TN,Namakkal,நாமக்கல்,Tiruchengode,2,no,Seetharamapalayam S.O,11.4176,77.9354
637210,TN,Namakkal,நாமக்கல்,Paramathi-Velur,2,no,Solasiramani S.O,11.3028,77.7972
637211,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Tiruchengodu H.O,11.3690,77.8892
637212,TN,Namakkal,நாமக்கல்,Tiruchengode,3,no,Velagoundampatti S.O,11.2993,78.1045
637213,TN,Namakkal,நாமக்கல்,Paramathi-Velur,1,no,Jedarpalayam S.O,11.2040,77.8699
637214,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Koottapalli S.O,11.3384,77.8716
637215,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Kuchipalayam S.O,11.3634,77.8282
637216,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Periyamanali So,11.3708,78.0744
637301,TN,Salem,சேலம்,Sankari,1,no,Sankaridrug S.O,11.4963,77.8652
637302,TN,Salem,சேலம்,Sankari,2,yes,Sankaridrug.R.S S.O,11.4329,77.9375
637303,TN,Salem,சேலம்,Kumarapalayam,1,yes,Sankari West S.O,11.4581,77.8374
637304,TN,Namakkal,நாமக்கல்,Kumarapalayam,1,yes,Thannirpandalpalayam S.O,11.3989,77.8747
637401,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Andagalur S.O,11.4484,78.1492
637402,TN,Namakkal,நாமக்கல்,Sendamangalam,1,no,Belukurichi S.O,11.3850,78.2515
637403,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Gurusamipalayam S.O,11.4345,78.1132
637404,TN,Namakkal,நாமக்கல்,Sendamangalam,1,no,Kalappanaickenpatti S.O,11.3699,78.2619
637405,TN,Namakkal,நாமக்கல்,Namakkal,2,no,Muthugapatti S.O,11.2462,78.2286
637406,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Namagiripettai S.O,11.4338,78.2658
637407,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Pudupatti S.O (Salem),11.5288,78.2240
637408,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Rasipuram S.O,11.4733,78.2099
637409,TN,Namakkal,நாமக்கல்,Sendamangalam,1,no,Sendamangalam S.O,11.2936,78.2363
637410,TN,Namakkal,நாமக்கல்,Tiruchengode,1,no,Vaiyappamalai S.O,11.4331,78.0619
637411,TN,Namakkal,நாமக்கல்,Kolli Hills,2,no,Semmedu S.O,11.3941,78.3281
637412,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Singalandapuram S.O,11.3921,78.2033
637415,TN,Namakkal,நாமக்கல்,Kolli Hills,1,no,Solakkadu S.O,,
637501,TN,Salem,சேலம்,Salem South,1,yes,Attayampatti S.O,11.5338,78.0562
637502,TN,Salem,சேலம்,Sankari,4,no,Elampillai S.O,11.6244,78.0276
637503,TN,Namakkal,நாமக்கல்,Tiruchengode,2,no,Mallasamudram S.O,11.4659,78.0002
637504,TN,Salem,சேலம்,Salem South,2,no,Vembadithalam S.O,11.5699,78.0115
637505,TN,Namakkal,நாமக்கல்,Rasipuram,1,no,Vennandur S.O,11.4945,78.0994
638001,TN,Erode,ஈரோடு,Erode,1,no,Erode Ho,11.3447,77.7312
638002,TN,Erode,ஈரோடு,Erode,2,no,Erode Railway Colony So,11.3131,77.7522
638003,TN,Erode,ஈரோடு,Erode,1,no,Karungalpalayam So,11.3514,77.7261
638004,TN,Erode,ஈரோடு,Erode,1,no,Erode Municipal Colony So,11.3715,77.6948
638005,TN,Erode,ஈரோடு,Erode,1,no,Peria Agraharam So,11.3722,77.7051
638006,TN,Namakkal,நாமக்கல்,,0,no,Pallipalayam So,11.3674,77.7456
638007,TN,Namakkal,நாமக்கல்,Kumarapalayam,1,no,Cauvery Railway Station So,11.3358,77.7754
638008,TN,Namakkal,நாமக்கல்,Kumarapalayam,2,yes,Pallipalayamagraharam S.O,11.3669,77.7686
638009,TN,Erode,ஈரோடு,Erode,1,no,Surampatti So,11.3186,77.7092
638010,TN,Namakkal,நாமக்கல்,,0,no,Spb Colony So,11.3640,77.7848
638011,TN,Erode,ஈரோடு,,0,no,Erode Collectorate So,11.3379,77.7071
638012,TN,Erode,ஈரோடு,Erode,1,no,Thindal So,11.3203,77.6779
638051,TN,Erode,ஈரோடு,Perundurai,2,yes,Chennimalai So,11.1324,77.6508
638052,TN,Erode,ஈரோடு,Perundurai,2,no,Perundurai So,11.2561,77.5630
638053,TN,Erode,ஈரோடு,Perundurai,1,no,Perundurai Sanitorium So,11.2849,77.5580
638054,TN,Erode,ஈரோடு,Gobichettipalayam,2,no,Siruvalur So,11.3662,77.4596
638055,TN,Erode,ஈரோடு,Perundurai,1,no,Tingalur So,11.3476,77.4931
638056,TN,Erode,ஈரோடு,Perundurai,2,yes,Vijayamangalam So,11.2194,77.4870
638057,TN,Erode,ஈரோடு,Perundurai,1,no,Tudupathi So,11.3551,77.5339
638060,TN,Erode,ஈரோடு,,0,no,Thoppupalayam So,11.1681,77.5658
638101,TN,Erode,ஈரோடு,Modakkurichi,3,no,Arachalur So,11.1851,77.6839
638102,TN,Erode,ஈரோடு,Erode,1,no,Chittode So,11.3911,77.6563
638103,TN,Tiruppur,திருப்பூர்,Uthukuli,6,yes,Kunnathur So Erode,11.2370,77.4308
638104,TN,Erode,ஈரோடு,Modakkurichi,3,yes,Modakurichi So,11.2558,77.7630
638105,TN,Tiruppur,திருப்பூர்,Kangeyam,1,no,Muthur So,11.0088,77.6737
638106,TN,Tiruppur,திருப்பூர்,Dharapuram,2,no,Mulanur So,10.8095,77.6711
638107,TN,Erode,ஈரோடு,Erode,2,no,Nasiyanur So,11.3426,77.6057
638108,TN,Tiruppur,திருப்பூர்,Kangeyam,2,yes,Nathakadayur So,11.0606,77.6394
638109,TN,Erode,ஈரோடு,Kodumudi,2,no,Sivagiri So Erode,11.1485,77.7853
638110,TN,Erode,ஈரோடு,Bhavani,5,yes,Getticheyur So,11.3597,77.4051
638111,TN,Tiruppur,திருப்பூர்,Kangeyam,2,no,Vellakoil So,10.9168,77.6819
638112,TN,Erode,ஈரோடு,Perundurai,2,no,Vadamugam Vellode So,11.2711,77.6495
638115,TN,Erode,ஈரோடு,Modakkurichi,1,no,Avalpundurai So,11.1894,77.7310
