pincode,state,district,district_tamil,taluk,taluk_count,district_ambiguous,post_office,lat,lon
623533,TN,Ramanathapuram,இராமநாதபுரம்,Kilakarai,2,no,Uthirakosamangai So,9.3300,78.6700
623534,TN,Ramanathapuram,இராமநாதபுரம்,Ramanathapuram,1,no,Uchipuli So,9.3200,78.9900
623536,TN,Ramanathapuram,இராமநாதபுரம்,Ramanathapuram,1,no,Perungulam So Ramanathapuram,9.3353,78.9503
623537,TN,Ramanathapuram,இராமநாதபுரம்,Paramakudi,3,no,Pottagavayal So,9.5400,78.8600
623538,TN,Ramanathapuram,இராமநாதபுரம்,Rajasingamangalam,3,yes,Sanaveli So,9.6900,78.8900
623566,TN,Ramanathapuram,இராமநாதபுரம்,,0,no,Ervadi Dargha So,9.2104,78.7111
623601,TN,Ramanathapuram,இராமநாதபுரம்,Kamuthi,3,no,Abiramam So,9.3900,78.4300
623603,TN,Ramanathapuram,இராமநாதபுரம்,Kamuthi,1,no,Kamudi So,9.2500,78.4400
623604,TN,Ramanathapuram,இராமநாதபுரம்,Kamuthi,1,no,Kottaimedu So,9.3800,78.4100
623605,TN,Ramanathapuram,இராமநாதபுரம்,Kamuthi,1,no,Mandalamanickam So,9.4620,78.3370
